,id,question,option_a,option_b,option_c,option_d,answer,prediction,full_answer
294,2-295,"Tìm số tự nhiên x biết 98,69 - 1 < x < 99,4 - 1?",A. X = 98,B. X = 99,C. X = 90,D. X = 96,B,A," Explantion: 98,69 - 1 = 97,69
 99,4 - 1 = 98,4
 97,69 < x < 98,4
 Đáp số tự nhiên x là 98
Correct answer: A. X = 98
"
295,2-296,Phân số \frac{1}{5} - \frac{1}{8} + \frac{1}{2} viết dưới dạng số thập phân là:,"A. 0,575","B. 0,57","C. 0,02","D. 0,2",A,A," Explantion: Đầu tiên, chúng ta cần biết cách làm theo đơn vị số thập phân. 

Trong trường hợp này, chúng ta có 3 phân số: \frac{1}{5}, \frac{1}{8} và \frac{1}{2}. 

Bước 1: Thực hiện phép tính từ đó. 

\frac{1}{5} - \frac{1}{8} + \frac{1}{2} = 0,2 - 0,125 + 0,5 = 0,575

Bước 2: Chuyển đổi từ số thập phân sang số thập phân. 

0,575 = 0,575 (vì 575 đơn vị là 575/1000, nên 0,575 là 575% = 0,575)

Vậy, phân số \frac{1}{5} - \frac{1}{8} + \frac{1}{2} viết dưới dạng số thập phân là 0,575. 

Đáp số: A. 0,575
Correct answer: A. 0,575
"
296,2-297,"Tìm Y biết Y + 2,20 = 2,5 \times  4:",A. 10,"B. 10,18","C. 10,22","D. 7,80",D,D," Explantion: Đầu tiên, chúng ta cần biết thêm thông tin cơ bản của chúng ta. 2,5 x 4 = 10. 

Tiếp theo, chúng ta có biểu thị câu hỏi là Y + 2,20 = 10. 

Để tìm giá trị của Y, chúng ta cần chia cả hai bạch với 2,20. 

2,20 / 2,20 = 1. 

Vậy, Y = 10 - 2,20 = 7,80. 

Vậy, đáp án là 7,80.
Correct answer: D. 7,80
"
297,2-298,Lớp 5A có 12 học sinh nam và 24 học sinh nữ. Phần trăm giữa số học sinh nam so với toàn bộ học sinh là:,A. 20%,B. 50%,C. 25%,D. 33%,D,D," Explantion: Đầu tiên, chúng ta cần tìm số học sinh nam so với toàn bộ học sinh. Để làm được, chúng ta chia số học sinh nam (12) cho toàn bộ số học sinh (12 + 24 = 36). Kết quả là 12 / 36 = 1/3 = 33,33%. 

Vậy, phần trăm giữa số học sinh nam so với toàn bộ học sinh là 33,33%. 

Nhưng trong câu hỏi, chúng ta có thể được câu trả lời là 33% (tương đương với 33,33% trong khi được chia cho 100). 

Vì vậy, đáp án chính xác là 33%.
Correct answer: D. 33%
"
298,2-299,Một nhân viên cửa hàng buổi sáng bán được 1/2 số táo và buổi chiều bán thêm được 2/9 số táo so với số táo ban đầu thì còn lại 15 quả táo trong cửa hàng. Hỏi tổng số quả táo buổi sáng và buổi chiều bán được là bao nhiêu?,A. 39,B. 42,C. 46,D. 49,A,u," Explantion: Đầu tiên, chúng ta biết rằng nhân viên bán được 1/2 số táo và buổi chiều bán thêm 2/9 số táo so với số táo ban đầu. 

Vậy, số táo bán được buổi chiều là 2/9 x số táo ban đầu. 

Tiếp theo, chúng ta cũng biết rằng còn lại 15 quả táo trong cửa hàng. 

Vậy, số táo bán được buổi sáng là số táo ban đầu - 15. 

Tuy nhiên, chúng ta cũng biết rằng nhân viên bán được 1/2 số táo và buổi chiều. 

Vậy, số táo bán được buổi sáng là 1/2 x số táo ban đầu. 

Tuy nhiên, chúng ta cũng biết rằng số táo bán được buổi chiều là 2/9 x số táo ban đầu. 

Vậy, số táo bán được buổi sáng + số táo bán được buổi chiều = số táo ban đầu. 

Vậy, 1/2 x số táo ban đầu + 2/9 x số táo ban đầu = số táo ban đầu. 

Cuối cùng, chúng ta có thể tính toán số táo ban đầu. 

Vậy, số táo ban đầu = 15 + 1/2 x số táo ban đầu + 2/9 x số táo ban đầu. 

Tiếp theo, chúng ta có thể tính toán số táo ban đầu. 

Vậy, số táo ban đầu = 15 + 1/2 x số táo ban đầu + 2/9 x số táo ban đầu. 

Tiếp tục, chúng ta có thể tính toán số táo ban đầu. 

Vậy, số táo ban đầu = 15 + 1/2 x số táo ban đầu + 2/9 x số táo ban đầu. 

Tiếp theo, chúng ta có thể tính toán số táo ban đầu. 
 step by step explanation: 

1. Chúng ta biết rằng nhân viên bán được 1/2 số táo và buổi chiều bán thêm 2/9 số táo so với số táo ban đầu. 

2. Vậy, số táo bán được buổi chiều là 2/9 x số táo ban đầu. 

3. Tiếp theo, chúng ta cũng biết rằng còn lại 15 quả táo trong cửa hàng. 

4. Vậy, số táo bán được buổi sáng là số táo ban đầu - 15. 

5. Tuy nhiên, chú"
299,2-300,Cho hình thang có độ dài hai đáy là 18cm và 16cm; chiều cao là 15 cm. Hãy tính diện tích nửa hình thang.,A. 225 cm^{2},"B. 127,5 cm^{2}",C. 255 cm^{2},D. 540 cm^{2},B,D," Explantion: Diện tích nửa hình thang là: $\frac{18 \times 16}{2} = 144$ (cm2)
 Diện tích nửa hình thang là: $144 + 15 \times 15 = 365$ (cm2)
Correct answer: D. 540 cm^{2}
"
300,2-301,Một con chim đại bàng bay được 30 km trong 1 giờ. Chim sẻ bay được vận tốc bằng 2/5 đại bàng. Hỏi trong 3.5 giờ thì chim sẻ bay được:,A. 12km,B. 42km,"C. 4,2km","D. 1,2km",B,C," Explantion: Đầu tiên, chúng ta cần hiểu rõ về câu hỏi. Câu hỏi nói rằng con chim sẻ đại bàng với mức độ vận tốc là 2/5 đại bàng. Điền điền là 2/5 đại bàng là 2/5 x 60 = 24 km/giờ. 

Tiếp theo, chúng ta cần tìm ra đường dài để con chim sẻ đại bàng 30 km trong 1 giờ. Để làm được, chúng ta chia 30 (độ dài để con chi sẻ đại bàng) cho 24 (độ dài đại bàng của con chi sẻ). Kết quả là 30 : 24 = 1,25 giờ. 

Vậy, con chi sẻ đại bàng 30 km trong 1,25 giờ. 

Cuối cùng, chúng ta cần tìm ra độ dài đường để con chi sẻ đại bàng 30 km trong 3,5 giờ. Để làm được, chúng ta chia 30 (độ dài để con chi sẻ đại bàng) cho 3,5 (giờ). Kết quả là 30 : 3,5 = 8,57 km. 

Vậy, con chi sẻ đại bàng 8,57 km trong 3,5 giờ. 

Vì vậy, đáp án chính xác là 8,57 km.
Correct answer: C. 4,2km
"
301,2-302,"Kết quả của biểu thức 7,33 : (1,7 + 2,1) – 1,5","A. 3,01","B. 7,49","C. 1,87","D. 0,427",D,A," Explantion: Đầu tiên, chúng ta cần thực hiện phép tính trong biểu thức tại đầu tiên. 

1,7 + 2,1 = 3,8

Vậy, biểu thức thay đổi thành: 7,33 : 3,8 – 1,5

Tiếp theo, chúng ta cần thực hiện phép trừ. 

3,8 – 1,5 = 2,3

Vậy, biểu thức thay đổi thành: 7,33 : 2,3

Cuối cùng, chúng ta cần thực hiện phép chia. 

7,33 : 2,3 = 3,1869565217391304

Vậy, kết quả của biểu thức là 3,1869565217391304. 

Nhưng trong các lựa chọn, khoảng trắng là 3,01, 7,49, 1,87 và 0,427. 

Vì khoảng trắng nhỏ hơn kết quả chính xác, nên khoảng trắng là 3,01. 

Vậy, đáp án chính xác là 3,01.
Correct answer: A. 3,01
"
302,2-303,"Số lớn hơn 3,75 và bé hơn tổng của 2,4 +1,8 là số:","A. 3,57","B. 3,79","C. 3,9","D. 4,2",B,C," Explantion: 2,4 + 1,8 = 4,2
 Số lớn hơn 3,75 và bé hơn tổng của 2,4 +1,8 là số: 3,9
Correct answer: C. 3,9
"
303,2-304,Diện tích hình chữ nhật có chiều dài a và chiều rộng b được tính theo công thức:,A. (a + b) \times 2,B. a \times b,C. a \times b \times 2,D. a + b \times 2,B,B," Explantion: Diện tích hình chữ nhật có chiều dài a và chiều rộng b được tính theo công thức: a \times b
Correct answer: B. a \times b
"
304,2-305,"Số thập phân gồm có “Năm đơn vị, 2 phần trăm, bảy phần nghìn"" viết là:","A. 5,27","B. 5,027","C. 5,007","D. 7,05",B,B," Explantion: Số thập phân gồm có “Năm đơn vị, 2 phần trăm, bảy phần nghìn"" viết là: 5,027
Correct answer: B. 5,027
"
305,2-306,Một người đi xe đạp được 40 km trong 2 giờ 30 phút. Tính vận tốc đạp xe của người đó.,A. 25 km/giờ,B. 16 km/giờ,C. 30 km/giờ,D. 20 km/giờ,B,B," Explantion: Đầu tiên, chúng ta cần biết rằng 1 giờ được chia cho 60 phút. Vì vậy, 2 giờ 30 phút sẽ được chia cho 2 x 60 + 30 = 150 phút.

Tiếp theo, chúng ta cần tìm vận tốc đạp xe của người đó. Để làm được, chúng ta chia tổng quyền lực đi xe (40 km) cho thời gian đó (150 phút). 

Vậy, vận tốc đạp xe của người đó sẽ là 40 km / 150 phút = 0,2667 km/phút.

Tiếp theo, chúng ta cần chuyển đổi vận tốc từ km/phút sang km/giờ. Để làm được, chúng ta chia vận tốc đạp xe (0,2667 km/phút) cho 60 (tổng số phút trong một giờ).

Vậy, vận tốc đạp xe của người đó sẽ là 0,2667 km/phút x 60 = 16 km/giờ.

Vậy, đáp án là 16 km/giờ.
Correct answer: B. 16 km/giờ
"
306,2-307,"Tìm số lớn nhất trong dãy: 2,345; 2,453; 2,534; 2,345","A. 2,345","B. 2,534","C. 2,453","D. 2,345",B,u," Explantion: Đầu tiên, chúng ta cần hiểu rõ về câu hỏi: Tìm số lớn nhất trong dãy. 

Đây là một câu hỏi nhỏ nhất, nghĩa là chúng ta cần tìm số nhỏ nhất trong dãy. 

Trong dãy số 2,345; 2,453; 2,534; 2,345, chúng ta có thể thấy rằng 2,345 và 2,345 là hai số nhỏ nhất trong dãy. 

Vì nói ""số lớn nhất"", chúng ta cần tìm số nhỏ nhất trong dãy. 

Vì 2,345 và 2,345 là hai số nhỏ nhất trong dãy, chúng ta chọn 2,345 nhưng không chỉ đó. 

Vì 2,345 nhỏ hơn 2,453 và 2,534, chúng ta chọn 2,345 nhưng không chỉ đó. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345 nhưng không chỉ đó. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,453, chúng ta chọn 2,345. 

Vì 2,345 nhỏ hơn 2,534, chúng ta chọn"
307,2-308,"Một mảnh vườn hình chữ nhật dài 44 m, rộng 12 m. Nếu người ta dùng 10 % diện tích mảnh đất để làm nhà thì phần đất còn lại là:",A. 300 m^{2},"B. 475,2 m^{2}","C. 60,32 m^{2}",D. 204 m^{2},B,B," Explantion: Diện tích mảnh đất là: 44 ${\times}$ 12 = 528 m2.
 Phần đất còn lại là: 528 ${\times}$ (100 – 10) : 100 = 475,2 m2.
 Đáp số: B. 475,2 m2
Correct answer: B. 475,2 m2
"
308,2-309,"Tìm một số biết 35% - 15% của số đó là 5,4 - 1,2 :",A. 25,B. 2,C. 21,D. 20,C,B," Explantion: 35% - 15% = 20%
 5,4 - 1,2 = 4,2
 20% : 4,2 = 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 20 : 4,2 = 5
 2Correct answer: B. 2
"
309,2-310,"Cái hộp có chiều dài 12cm, chiều rộng 3cm và chiểu cao 2,2cm, thể tích của cái hộp đó là:",A. 30cm^{3},B. 35cm^{3},C. 59cm^{3},"D. 79,2cm^{3}",D,D," Explantion: Để tìm thể tích của hộp, chúng ta cần hiểu rằng thể tích của hộp là tích của chiều dài, chiều rộng và chiểu cao. 

Trong trường hợp này, chiều dài của hộp là 12cm, chiều rộng là 3cm và chiểu cao là 2,2cm. 

Thể tích của hộp sẽ là 12cm * 3cm * 2,2cm = 79,2cm^{3}.

Vì vậy, đáp án chính là 79,2cm^{3}.
Correct answer: D. 79,2cm^{3}
"
310,2-311,"Số thập phân gồm 25 đơn vị, 9 phần mười và 7 phần nghìn là:","A. 25,97","B. 25,097","C. 25,907","D. 2,597",C,B," Explantion: Số thập phân gồm 25 đơn vị, 9 phần mười và 7 phần nghìn là: 25 + 0,9 + 70 000 = 70 259,9
Correct answer: B. 25,097
"
311,2-312,"Giá trị của biểu thức 8,5 + 6,5- (10-3,3) + 1 là","A. 8,3","B. 7,3","C. 9,3","D. 0,7",A,C," Explantion: Đầu tiên, chúng ta cần thực hiện phép tính trong biểu thức theo quy tắc thứ tự của chu vi. 

1. 8,5 + 6,5 = 15
2. 10 - 3,3 = 6,7
3. 15 - 6,7 = 8,3
4. 8,3 + 1 = 9,3

Vậy giá trị của biểu thức 8,5 + 6,5 - (10 - 3,3) + 1 là 9,3. 

Do đó, đáp án chính xác là 9,3.
Correct answer: C. 9,3
"
312,2-313,Điền số thích hợp: 2m^{3}85dm^{3} = …………………m^{3}.,"A. 2,385","B. 2,085",C. 285,"D. 23,85",B,A," Explantion: 2m385dm3 = 2m3 + 85dm3 = 2m3 + 85/100m3 = 2m3 + 0,85m3 = 2,85m3
Correct answer: A. 2,385
"
313,2-314,"Tìm chữ số x, biết: 5,5 \times x < 5,471",A. X = 8,B. X = 7,C. X = 1,D. X = 0,D,C," Explantion: 5,5 \times x < 5,471
 5,5 \times x < 5,471 – 5,5
 5,5 \times x < 5,471 – 5,5 = 4,971
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5,5
 x < 4,971 : 5Correct answer: C. X = 1
"
314,2-315,"Lớp 5A có số bạn đi thi học sinh giỏi môn toán là 2/11, và số bạn thi học sinh giỏi môn tiếng Việt là 1/4 sau khi các bạn đi thi học sinh giỏi thì trong lớp còn 25 bạn. Hỏi tổng số bạn đi thi học sinh giỏi môn toán và tiếng Việt là bao nhiêu bạn?",A. 13,B. 15,C. 17,D. 19,B,u," Explantion: Đầu tiên, chúng ta cần hiểu rõ về câu hỏi. Câu hỏi đều nói rằng lớp 5A có số bạn đi thi học sinh giỏi môn toán là 2/11 và số bạn thi học sinh giỏi môn tiếng Việt là 1/4. Sau khi các bạn đi thi học sinh giỏi, lớp còn 25 bạn. 

Để giải quyết câu hỏi này, chúng ta cần tìm ra số bạn đi thi học sinh giỏi môn toán và tiếng Việt trước khi các bạn đi thi học sinh giỏi. 

Bây giờ, chúng ta có thể áp dụng phép tính toán trong câu hỏi để tìm ra số bạn đi thi học sinh giỏi môn toán. 

Từ câu hỏi, chúng ta biết rằng số bạn đi thi học sinh giỏi môn toán là 2/11. Điền vào chỗ chấm: 2/11 = ?

Bây giờ, chúng ta có thể tìm hiểu rằng 2/11 là một phần của tất cả các bạn. Vì vậy, 2/11 của tất cả các bạn sẽ là 25 bạn. 

Để tìm ra số bạn đi thi học sinh giỏi môn toán, chúng ta cần áp dụng phép tính toán như sau: 25 * (2/11) = 5.

Tiếp theo, chúng ta cần tìm số bạn đi thi học sinh giỏi môn tiếng Việt. 

Từ câu hỏi, chúng ta biết rằng số bạn đi thi học sinh giỏi môn tiếng Việt là 1/4. Điền vào chỗ chấm: 1/4 = ?

Bây giờ, chúng ta có thể tìm hiểu rằng 1/4 là một phần của tất cả các bạn. Vì vậy, 1/4 của tất cả các bạn sẽ là 25 bạn. 

Để tìm ra số bạn đi thi học sinh giỏi môn tiếng Việt, chúng ta cần áp dụng phép tính toán như sau: 25 * (1/4) = 6.25. 

Vì số bạn không thể là 6.25, chúng ta lấy 6 bạn. 

Cuối cùng, chúng ta cần tìm số bạn đi thi học sinh giỏi môn toán và tiếng Việt. 

Để làm điều này, chúng ta cộng số bạn đi thi học sinh giỏi môn toán và tiếng Việt lại lạ"
315,2-316,"Hình chữ nhật ABCD có chiều dài bằng 16cm, chiều rộng bằng 1/4 chiều dài. Tính diện tích của hình chữ nhật đó.","A. 6,4 m2","B. 12,8 m2",C. 128 cm2,D. 64 cm2,D,D," Explantion: Chiều rộng của hình chữ nhật ABCD là 1/4 chiều dài. Vì chiều dài của hình chữ nhật ABCD là 16cm, nên chiều rộng của hình chữ nhật ABCD là 16cm : 4 = 4cm.
 Diện tích của hình chữ nhật ABCD là chiều dài nhỏ nhất x chiều rộng. Vì chiều dài nhỏ nhất của hình chữ nhật ABCD là 16cm và chiều rộng của hình chữ nhật ABCD là 4cm, nên diện tích của hình chữ nhật ABCD là 16cm x 4cm = 64cm2.
 Đáp số: D. 64 cm2
Correct answer: D. 64 cm2
"
